store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
STORE012,SKU00062,5.0,25,10,2025-11-20
STORE002,SKU00062,1.0,25,10,2025-11-20
STORE030,SKU00062,21.6,25,10,2025-11-20
STORE004,SKU00062,27.4,25,10,2025-11-20
STORE022,SKU00062,0.4,25,10,2025-11-20
STORE019,SKU00062,17.3,25,10,2025-11-20
STORE003,SKU00062,6.2,25,10,2025-11-20
STORE016,SKU00062,25.0,25,10,2025-11-20
STORE020,SKU00062,4.6,25,10,2025-11-20
STORE006,SKU00062,28.4,25,10,2025-11-20
STORE001,SKU00062,11.8,25,10,2025-11-20
STORE005,SKU00062,66.7,25,10,2025-11-20
STORE028,SKU00062,3.6,25,10,2025-11-20
STORE005,SKU00063,84.0,25,10,2025-11-20
STORE003,SKU00064,10.3,25,10,2025-11-20
STORE008,SKU00064,220.1,25,10,2025-11-20
STORE001,SKU00064,178.6,25,10,2025-11-20
STORE019,SKU00065,215.0,25,10,2025-11-20
STORE027,SKU00066,227.7,25,10,2025-11-20
STORE030,SKU00066,358.6,25,10,2025-11-20
STORE014,SKU00066,171.0,25,10,2025-11-20
STORE005,SKU00066,159.2,25,10,2025-11-20
STORE025,SKU00066,58.4,25,10,2025-11-20
STORE006,SKU00066,20.6,25,10,2025-11-20
STORE016,SKU00066,480.1,25,10,2025-11-20
STORE029,SKU00066,486.8,25,10,2025-11-20
STORE017,SKU00066,211.6,25,10,2025-11-20
STORE010,SKU00066,87.4,25,10,2025-11-20
STORE024,SKU00066,90.7,25,10,2025-11-20
STORE028,SKU00066,273.2,25,10,2025-11-20
STORE011,SKU00066,479.9,25,10,2025-11-20
STORE015,SKU00066,460.3,25,10,2025-11-20
STORE001,SKU00066,319.4,25,10,2025-11-20
STORE023,SKU00066,216.8,25,10,2025-11-20
STORE002,SKU00066,18.5,25,10,2025-11-20
STORE003,SKU00066,37.2,25,10,2025-11-20
STORE020,SKU00066,482.9,25,10,2025-11-20
STORE018,SKU00066,196.8,25,10,2025-11-20
STORE002,SKU00067,16.2,25,10,2025-11-20
STORE020,SKU00067,187.8,25,10,2025-11-20
STORE025,SKU00068,8.0,31,15,2025-11-20
STORE006,SKU00069,0.9,25,10,2025-11-20
STORE017,SKU00069,32.8,25,10,2025-11-20
STORE001,SKU00069,148.9,25,10,2025-11-20
STORE013,SKU00069,220.3,25,10,2025-11-20
STORE027,SKU00070,141.2,25,10,2025-11-20
STORE014,SKU00070,34.0,25,10,2025-11-20
STORE022,SKU00070,166.6,25,10,2025-11-20
STORE029,SKU00070,36.2,25,10,2025-11-20
STORE015,SKU00071,63.5,25,10,2025-11-20
STORE018,SKU00071,221.5,25,10,2025-11-20
STORE023,SKU00072,0.0,92,46,2025-10-15
STORE030,SKU00073,126.0,25,10,2025-11-20
STORE019,SKU00074,56.2,25,10,2025-11-20
STORE017,SKU00074,31.8,25,10,2025-11-20
STORE010,SKU00075,210.8,25,10,2025-11-20
STORE023,SKU00075,24.7,25,10,2025-11-20
STORE008,SKU00075,115.0,25,10,2025-11-20
STORE014,SKU00075,77.3,25,10,2025-11-20
STORE006,SKU00075,70.2,25,10,2025-11-20
STORE009,SKU00075,906.5,25,10,2025-11-20
STORE003,SKU00075,125.3,25,10,2025-11-20
STORE017,SKU00075,558.6,25,10,2025-11-20
STORE013,SKU00075,250.3,25,10,2025-11-20
STORE005,SKU00075,397.5,25,10,2025-11-20
STORE007,SKU00075,175.3,25,10,2025-11-20
STORE022,SKU00075,215.9,25,10,2025-11-20
STORE002,SKU00075,170.2,25,10,2025-11-20
STORE028,SKU00075,54.5,25,10,2025-11-20
STORE019,SKU00075,321.7,25,10,2025-11-20
STORE024,SKU00075,82.7,25,10,2025-11-20
STORE027,SKU00075,6.2,25,10,2025-11-20
STORE012,SKU00075,260.2,25,10,2025-11-20
STORE025,SKU00075,48.9,25,10,2025-11-20
STORE030,SKU00075,707.9,25,10,2025-11-20
STORE018,SKU00075,772.3,25,10,2025-11-20
STORE027,SKU00076,128.1,25,10,2025-11-20
STORE023,SKU00076,24.0,25,10,2025-11-20
STORE015,SKU00076,0.8,25,10,2025-11-20
STORE016,SKU00077,82.3,25,10,2025-11-20
STORE011,SKU00077,17.5,25,10,2025-11-20
STORE021,SKU00077,106.2,25,10,2025-11-20
STORE021,SKU00078,69.0,25,10,2025-11-20
STORE013,SKU00079,16.0,49,24,2025-11-20
STORE027,SKU00079,2.9,49,24,2025-11-20
STORE030,SKU00079,4.1,49,24,2025-11-20
STORE006,SKU00079,15.9,49,24,2025-11-20
STORE002,SKU00079,3.2,49,24,2025-11-20
STORE012,SKU00079,1.6,49,24,2025-11-20
STORE021,SKU00079,6.8,49,24,2025-11-20
STORE014,SKU00079,23.0,49,24,2025-11-20
STORE007,SKU00079,10.0,49,24,2025-11-20
STORE009,SKU00079,7.1,49,24,2025-11-20
STORE004,SKU00079,0.9,49,24,2025-11-20
STORE020,SKU00079,8.0,49,24,2025-11-20
STORE003,SKU00079,38.6,49,24,2025-11-20
STORE012,SKU00080,1.0,25,10,2025-11-20
STORE020,SKU00081,71.3,25,10,2025-11-20
STORE025,SKU00081,204.7,25,10,2025-11-20
STORE028,SKU00082,92.9,25,10,2025-11-20
STORE011,SKU00082,82.1,25,10,2025-11-20
STORE001,SKU00083,152.1,25,10,2025-11-20
STORE008,SKU00083,55.9,25,10,2025-11-20
STORE010,SKU00084,6.8,25,10,2025-11-20
STORE006,SKU00084,32.2,25,10,2025-11-20
STORE018,SKU00085,139.1,25,10,2025-11-20
STORE004,SKU00085,168.9,25,10,2025-11-20
STORE003,SKU00086,145.8,25,10,2025-11-20
STORE007,SKU00086,42.7,25,10,2025-11-20
STORE020,SKU00086,41.5,25,10,2025-11-20
STORE001,SKU00087,28.0,28,13,2025-11-20
STORE025,SKU00088,0.0,98,49,2025-10-15
STORE007,SKU00089,0.0,79,37,2025-10-15
STORE021,SKU00090,501.3,25,10,2025-11-20
STORE002,SKU00090,578.1,25,10,2025-11-20
STORE008,SKU00090,758.7,25,10,2025-11-20
STORE009,SKU00090,1054.1,25,10,2025-11-20
STORE003,SKU00090,197.0,25,10,2025-11-20
STORE019,SKU00090,224.9,25,10,2025-11-20
STORE025,SKU00090,47.1,25,10,2025-11-20
STORE029,SKU00090,412.3,25,10,2025-11-20
STORE024,SKU00090,17.5,25,10,2025-11-20
STORE016,SKU00090,299.2,25,10,2025-11-20
STORE023,SKU00090,373.6,25,10,2025-11-20
STORE020,SKU00090,161.2,25,10,2025-11-20
STORE011,SKU00090,426.8,25,10,2025-11-20
STORE026,SKU00090,14.8,25,10,2025-11-20
STORE010,SKU00090,18.2,25,10,2025-11-20
STORE001,SKU00090,825.9,25,10,2025-11-20
STORE006,SKU00090,213.3,25,10,2025-11-20
STORE013,SKU00090,64.9,25,10,2025-11-20
STORE005,SKU00090,352.8,25,10,2025-11-20
STORE007,SKU00090,701.9,25,10,2025-11-20
STORE027,SKU00090,116.1,25,10,2025-11-20
STORE004,SKU00090,465.7,25,10,2025-11-20
STORE014,SKU00090,42.6,25,10,2025-11-20
STORE025,SKU00091,8.7,25,10,2025-11-20
STORE013,SKU00091,124.0,25,10,2025-11-20
STORE024,SKU00091,127.3,25,10,2025-11-20
STORE012,SKU00092,60.2,43,21,2025-11-20
STORE005,SKU00092,76.8,43,21,2025-11-20
STORE023,SKU00093,231.0,25,10,2025-11-20
STORE022,SKU00093,45.0,25,10,2025-11-20
STORE004,SKU00094,17.4,25,10,2025-11-20
STORE011,SKU00094,70.6,25,10,2025-11-20
STORE014,SKU00095,98.0,25,10,2025-11-20
STORE029,SKU00096,127.0,53,26,2025-11-20
STORE024,SKU00097,286.9,25,10,2025-11-20
STORE017,SKU00097,90.1,25,10,2025-11-20
STORE004,SKU00098,224.0,25,10,2025-11-20
STORE017,SKU00099,18.0,25,10,2025-11-20
STORE026,SKU00100,122.8,25,10,2025-11-20
STORE025,SKU00100,54.2,25,10,2025-11-20
STORE005,SKU00101,0.0,87,20,2025-10-15
STORE026,SKU00102,69.2,35,17,2025-11-20
STORE013,SKU00102,61.8,35,17,2025-11-20
STORE016,SKU00103,24.8,25,10,2025-11-20
STORE019,SKU00103,68.5,25,10,2025-11-20
STORE028,SKU00103,107.8,25,10,2025-11-20
STORE002,SKU00103,92.8,25,10,2025-11-20
STORE010,SKU00104,28.7,25,10,2025-11-20
STORE006,SKU00104,270.3,25,10,2025-11-20
STORE005,SKU00105,184.6,25,10,2025-11-20
STORE022,SKU00105,111.4,25,10,2025-11-20
STORE015,SKU00106,113.5,25,10,2025-11-20
STORE003,SKU00106,65.3,25,10,2025-11-20
STORE029,SKU00106,34.2,25,10,2025-11-20
STORE021,SKU00106,52.8,25,10,2025-11-20
STORE023,SKU00106,170.2,25,10,2025-11-20
STORE008,SKU00107,17.8,25,10,2025-11-20
STORE029,SKU00107,151.4,25,10,2025-11-20
STORE007,SKU00107,57.8,25,10,2025-11-20
STORE026,SKU00107,51.0,25,10,2025-11-20
STORE022,SKU00108,141.2,25,10,2025-11-20
STORE021,SKU00108,88.8,25,10,2025-11-20
STORE005,SKU00108,46.9,25,10,2025-11-20
STORE025,SKU00109,0.0,82,42,2025-10-15
STORE017,SKU00110,17.7,25,10,2025-11-20
STORE024,SKU00110,116.3,25,10,2025-11-20
STORE020,SKU00111,202.4,25,10,2025-11-20
STORE021,SKU00111,60.0,25,10,2025-11-20
STORE017,SKU00111,179.5,25,10,2025-11-20
STORE030,SKU00112,76.1,25,10,2025-11-20
STORE025,SKU00112,143.2,25,10,2025-11-20
STORE011,SKU00112,150.8,25,10,2025-11-20
STORE015,SKU00112,6.9,25,10,2025-11-20
STORE026,SKU00113,74.3,25,10,2025-11-20
STORE005,SKU00113,155.7,25,10,2025-11-20
STORE011,SKU00114,25.4,25,10,2025-11-20
STORE010,SKU00114,70.6,25,10,2025-11-20
STORE012,SKU00115,272.4,25,10,2025-11-20
STORE020,SKU00115,45.1,25,10,2025-11-20
STORE028,SKU00115,18.5,25,10,2025-11-20
STORE014,SKU00116,10.0,30,15,2025-11-20
STORE002,SKU00117,1.6,25,10,2025-11-20
STORE029,SKU00117,53.5,25,10,2025-11-20
STORE023,SKU00117,170.9,25,10,2025-11-20
STORE025,SKU00117,52.0,25,10,2025-11-20
STORE022,SKU00118,80.8,25,10,2025-11-20
STORE013,SKU00118,169.5,25,10,2025-11-20
STORE008,SKU00118,100.8,25,10,2025-11-20
STORE007,SKU00119,5.0,43,21,2025-11-20
STORE020,SKU00120,215.0,25,10,2025-11-20
STORE003,SKU00120,37.0,25,10,2025-11-20
STORE005,SKU00121,0.0,108,38,2025-10-15
STORE016,SKU00122,54.7,25,10,2025-11-20
STORE004,SKU00122,39.7,25,10,2025-11-20
STORE026,SKU00122,3.7,25,10,2025-11-20
STORE001,SKU00123,93.2,25,10,2025-11-20
STORE005,SKU00123,137.8,25,10,2025-11-20
STORE025,SKU00124,15.0,25,10,2025-11-20
STORE028,SKU00125,14.8,25,10,2025-11-20
STORE010,SKU00125,171.2,25,10,2025-11-20
STORE018,SKU00126,22.6,33,16,2025-11-20
STORE028,SKU00126,117.4,33,16,2025-11-20
STORE026,SKU00127,414.9,25,10,2025-11-20
STORE030,SKU00127,5.2,25,10,2025-11-20
STORE003,SKU00127,375.0,25,10,2025-11-20
STORE016,SKU00127,73.7,25,10,2025-11-20
STORE004,SKU00127,28.0,25,10,2025-11-20
STORE015,SKU00127,265.6,25,10,2025-11-20
STORE011,SKU00127,220.7,25,10,2025-11-20
STORE006,SKU00127,467.4,25,10,2025-11-20
STORE010,SKU00127,295.7,25,10,2025-11-20
STORE023,SKU00127,362.2,25,10,2025-11-20
STORE028,SKU00127,73.8,25,10,2025-11-20
STORE009,SKU00127,43.5,25,10,2025-11-20
STORE012,SKU00127,309.2,25,10,2025-11-20
STORE018,SKU00127,366.0,25,10,2025-11-20
STORE020,SKU00127,1036.8,25,10,2025-11-20
STORE002,SKU00127,118.5,25,10,2025-11-20
STORE027,SKU00127,103.6,25,10,2025-11-20
STORE017,SKU00127,333.5,25,10,2025-11-20
STORE008,SKU00127,92.8,25,10,2025-11-20
STORE009,SKU00128,124.0,25,10,2025-11-20
STORE016,SKU00129,83.0,31,15,2025-11-20
STORE009,SKU00130,64.7,25,10,2025-11-20
STORE025,SKU00130,160.3,25,10,2025-11-20
STORE029,SKU00131,242.2,29,14,2025-11-20
STORE015,SKU00131,18.8,29,14,2025-11-20
STORE021,SKU00132,0.0,87,49,2025-10-15
STORE004,SKU00133,177.7,25,10,2025-11-20
STORE019,SKU00133,53.7,25,10,2025-11-20
STORE016,SKU00133,133.6,25,10,2025-11-20
STORE002,SKU00134,25.7,25,10,2025-11-20
STORE012,SKU00134,150.5,25,10,2025-11-20
STORE028,SKU00134,32.8,25,10,2025-11-20
STORE010,SKU00135,0.8,25,10,2025-11-20
STORE013,SKU00135,180.4,25,10,2025-11-20
STORE014,SKU00135,7.3,25,10,2025-11-20
STORE028,SKU00135,29.4,25,10,2025-11-20
STORE020,SKU00136,112.0,25,10,2025-11-20
STORE030,SKU00137,156.0,25,10,2025-11-20
STORE022,SKU00138,132.1,25,10,2025-11-20
STORE005,SKU00138,155.0,25,10,2025-11-20
STORE015,SKU00138,92.3,25,10,2025-11-20
STORE012,SKU00138,53.8,25,10,2025-11-20
STORE017,SKU00138,61.8,25,10,2025-11-20
STORE028,SKU00139,0.0,89,39,2025-10-15
STORE012,SKU00140,112.0,25,10,2025-11-20
STORE003,SKU00141,62.6,25,10,2025-11-20
STORE022,SKU00141,70.4,25,10,2025-11-20
STORE014,SKU00142,168.7,25,10,2025-11-20
STORE017,SKU00142,10.3,25,10,2025-11-20
STORE015,SKU00143,79.0,27,12,2025-11-20
STORE009,SKU00144,6.8,25,10,2025-11-20
STORE029,SKU00144,91.4,25,10,2025-11-20
STORE022,SKU00144,66.8,25,10,2025-11-20
STORE002,SKU00145,71.8,25,10,2025-11-20
STORE020,SKU00145,14.2,25,10,2025-11-20
STORE021,SKU00146,27.7,25,10,2025-11-20
STORE002,SKU00146,34.3,25,10,2025-11-20
STORE024,SKU00146,319.0,25,10,2025-11-20
STORE026,SKU00147,14.0,25,10,2025-11-20
STORE008,SKU00148,0.0,107,42,2025-10-15
STORE001,SKU00149,87.0,31,15,2025-11-20
STORE005,SKU00150,19.7,25,10,2025-11-20
STORE028,SKU00150,270.8,25,10,2025-11-20
STORE004,SKU00150,16.9,25,10,2025-11-20
STORE010,SKU00150,387.0,25,10,2025-11-20
STORE013,SKU00150,274.8,25,10,2025-11-20
STORE006,SKU00150,19.0,25,10,2025-11-20
STORE019,SKU00150,19.9,25,10,2025-11-20
STORE026,SKU00150,968.0,25,10,2025-11-20
STORE003,SKU00150,105.2,25,10,2025-11-20
STORE008,SKU00150,103.9,25,10,2025-11-20
STORE023,SKU00150,375.9,25,10,2025-11-20
STORE015,SKU00150,660.0,25,10,2025-11-20
STORE022,SKU00150,957.5,25,10,2025-11-20
STORE012,SKU00150,314.0,25,10,2025-11-20
STORE024,SKU00150,105.9,25,10,2025-11-20
STORE021,SKU00150,19.6,25,10,2025-11-20
STORE021,SKU00151,261.0,25,10,2025-11-20
STORE018,SKU00152,0.0,107,48,2025-10-15
STORE004,SKU00153,103.9,25,10,2025-11-20
STORE003,SKU00153,70.1,25,10,2025-11-20
STORE006,SKU00154,46.0,25,10,2025-11-20
STORE024,SKU00155,25.6,25,10,2025-11-20
STORE004,SKU00155,147.4,25,10,2025-11-20
STORE013,SKU00155,2.5,25,10,2025-11-20
STORE025,SKU00155,137.4,25,10,2025-11-20
STORE014,SKU00155,12.6,25,10,2025-11-20
STORE007,SKU00155,27.5,25,10,2025-11-20
STORE028,SKU00155,27.2,25,10,2025-11-20
STORE011,SKU00155,227.6,25,10,2025-11-20
STORE003,SKU00155,297.8,25,10,2025-11-20
STORE023,SKU00155,190.2,25,10,2025-11-20
STORE021,SKU00155,711.5,25,10,2025-11-20
STORE016,SKU00155,102.1,25,10,2025-11-20
STORE027,SKU00155,73.1,25,10,2025-11-20
STORE019,SKU00155,441.0,25,10,2025-11-20
STORE029,SKU00155,55.0,25,10,2025-11-20
STORE005,SKU00155,717.6,25,10,2025-11-20
STORE008,SKU00155,2.7,25,10,2025-11-20
STORE001,SKU00155,761.0,25,10,2025-11-20
STORE009,SKU00155,9.6,25,10,2025-11-20
STORE022,SKU00155,481.9,25,10,2025-11-20
STORE026,SKU00155,163.0,25,10,2025-11-20
STORE020,SKU00155,1077.0,25,10,2025-11-20
STORE017,SKU00155,16.7,25,10,2025-11-20
STORE012,SKU00155,175.4,25,10,2025-11-20
STORE015,SKU00155,756.9,25,10,2025-11-20
STORE030,SKU00155,160.9,25,10,2025-11-20
STORE010,SKU00155,215.7,25,10,2025-11-20
STORE006,SKU00155,258.5,25,10,2025-11-20
STORE002,SKU00155,131.7,25,10,2025-11-20
STORE026,SKU00156,90.5,25,10,2025-11-20
STORE014,SKU00156,80.5,25,10,2025-11-20
STORE016,SKU00157,276.1,25,10,2025-11-20
STORE007,SKU00157,5.5,25,10,2025-11-20
STORE002,SKU00157,39.4,25,10,2025-11-20
STORE007,SKU00158,0.0,78,47,2025-10-15
STORE025,SKU00159,230.5,25,10,2025-11-20
